date,ticker,sector,industry,predicted_63d_return,volatility_60d,ret_60d
2026-06-08,TTD,Communication Services,Advertising,0.17095159352588954,0.6119730988337893,-0.2677224736048265
2026-06-08,TSCO,Consumer Discretionary,Other Specialty Retail,0.09821813725890134,0.42200209059621613,-0.36874083385711287
2026-06-08,TPL,Energy,Oil & Gas Exploration & Production,0.09532019891168211,0.5486812304050555,-0.2494328064735687
2026-06-08,LULU,Consumer Discretionary,"Apparel, Accessories & Luxury Goods",0.08797924945053999,0.4840018363162271,-0.2574579699153078
2026-06-08,CEG,Utilities,Electric Utilities,0.08789309051300088,0.5308896630229052,-0.16776807358947954
2026-06-08,FIS,Financials,Transaction & Payment Processing Services,0.08640569878691957,0.3716019908202062,-0.19717737841405225
2026-06-08,APP,Information Technology,Application Software,0.08547712476336532,0.648659089921107,0.2556725823331627
2026-06-08,ANET,Information Technology,Communications Equipment,0.08205185538895635,0.6148901616438667,0.16564783062472066
2026-06-08,CMG,Consumer Discretionary,Restaurants,0.07988555870110274,0.33822073428883587,-0.10073710073710074
2026-06-08,BLDR,Industrials,Building Products,0.07574439273491755,0.4922111042814724,-0.15634014076381675
2026-06-08,CHTR,Communication Services,Cable & Satellite,0.07462737083263175,0.694928800364381,-0.3852055049283988
2026-06-08,CIEN,Information Technology,Communications Equipment,0.07356824491636219,0.835516301233266,0.3820201421800946
2026-06-08,PLTR,Information Technology,Application Software,0.07297964817621856,0.5681910234025858,-0.1107128893522743
2026-06-08,ICE,Financials,Financial Exchanges & Data,0.07222627579175192,0.22360975485468737,-0.12216250395194428
2026-06-08,BSX,Health Care,Health Care Equipment,0.07221476825609208,0.4794074215937386,-0.2895274212368728
2026-06-08,COIN,Financials,Financial Exchanges & Data,0.06984934258361486,0.6755041787601986,-0.16090645695364236
2026-06-08,ORCL,Information Technology,Application Software,0.06739336893533868,0.6427441568806874,0.33583501513622593
2026-06-08,TYL,Information Technology,Application Software,0.06610178931959737,0.37162260062330726,-0.12193992707911339
2026-06-08,PYPL,Financials,Transaction & Payment Processing Services,0.06608003030646978,0.3258976362835134,-0.06748813022835176
2026-06-08,JKHY,Financials,Transaction & Payment Processing Services,0.06559768628550473,0.2791979614889791,-0.23703278787512838
2026-06-08,CDW,Information Technology,Technology Distributors,0.06542587280159019,0.6103355599129117,0.19554806669031577
2026-06-08,GEV,Industrials,Heavy Electrical Equipment,0.06507123002229745,0.49826635033419786,0.12273492961135846
2026-06-08,CSGP,Real Estate,Real Estate Services,0.06388646802442402,0.36252004775172253,-0.23031700288184442
2026-06-08,Q,Information Technology,Semiconductor Materials & Equipment,0.06270433839521136,0.5657551645339529,0.35031787584143625
2026-06-08,CVNA,Consumer Discretionary,Automotive Retail,0.06165797650009619,0.5598105969615595,0.18619747181414414
2026-06-08,BRO,Financials,Insurance Brokers,0.06158304765981385,0.32084364567169,-0.14023124814705
2026-06-08,HII,Industrials,Aerospace & Defense,0.06112973749738184,0.36563795048117054,-0.2923216664648177
2026-06-08,LDOS,Industrials,Diversified Support Services,0.06060996686867726,0.27855950031436966,-0.2912240184757505
2026-06-08,WDAY,Information Technology,Application Software,0.05831170873063105,0.602964378557301,0.07194512786103036
2026-06-08,HOOD,Financials,Investment Banking & Brokerage,0.05757031530559258,0.7422570608726042,0.11711001642036134
2026-06-08,TER,Information Technology,Semiconductor Materials & Equipment,0.056962754880630795,0.8329294718737255,0.3069970336764962
2026-06-08,FISV,Financials,Transaction & Payment Processing Services,0.05575684002381372,0.37732970751558176,-0.06042780748663101
2026-06-08,VRT,Industrials,Electrical Components & Equipment,0.055678903687478014,0.5913685076664638,0.1329941586583756
2026-06-08,CPRT,Industrials,Diversified Support Services,0.05477397272962672,0.22677274638953698,-0.09238011179758754
2026-06-08,PODD,Health Care,Health Care Equipment,0.05440813621600547,0.5236938675424624,-0.35810782196247837
2026-06-08,AXON,Industrials,Aerospace & Defense,0.05324812702669493,0.6531713420769321,-0.056787923682155794
2026-06-08,NOW,Information Technology,Systems Software,0.05323472886603017,0.7739080361036509,0.011867859357010069
2026-06-08,CME,Financials,Financial Exchanges & Data,0.053168812107330654,0.25887313479961405,-0.19003618506073916
2026-06-08,NCLH,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",0.0524655541982974,0.5739028474579094,-0.046995377503852076
2026-06-08,ULTA,Consumer Discretionary,Other Specialty Retail,0.05245044287218719,0.415571873868623,-0.26081400549485656
2026-06-08,INTU,Information Technology,Application Software,0.051413365960783344,0.6680187938234362,-0.29615889767045334
2026-06-08,ZTS,Health Care,Pharmaceuticals,0.05076658990129881,0.540644992239318,-0.31445720250521914
2026-06-08,SATS,Communication Services,Wireless Telecommunication Services,0.05065390588617911,0.5758203089036281,0.08254410399257206
2026-06-08,T,Communication Services,Integrated Telecommunication Services,0.05053349260591467,0.24227426155962034,-0.16857459379615947
2026-06-08,ATO,Utilities,Gas Utilities,0.05045639488010436,0.177088698371236,-0.09620975557230538
2026-06-08,NRG,Utilities,Independent Power Producers & Energy Traders,0.050015713371408956,0.5055502813168273,-0.15702697355404605
2026-06-08,PNR,Industrials,Industrial Machinery & Supplies & Components,0.049932866942516495,0.32924796707859405,-0.1741994094935272
2026-06-08,HPQ,Information Technology,"Technology Hardware, Storage & Peripherals",0.04956634769767098,0.5788692542197668,0.33949313621964095
2026-06-08,CMCSA,Communication Services,Cable & Satellite,0.04947320970930766,0.39052934242586085,-0.2033557046979867
2026-06-08,ALB,Materials,Specialty Chemicals,0.04841648644313599,0.6105904358920763,-0.08301701971348108
2026-06-08,PTC,Information Technology,Application Software,0.04841537450379623,0.3176544214497327,-0.1355668466179739
2026-06-08,FCX,Materials,Copper,0.048212097675165023,0.5842245736027308,0.08142881327238882
2026-06-08,TMUS,Communication Services,Wireless Telecommunication Services,0.047835788152933885,0.27928936321816084,-0.16354811480022513
2026-06-08,GDDY,Information Technology,Internet Services & Infrastructure,0.04772466249841438,0.40835603879651555,-0.00012385434728745537
2026-06-08,NKE,Consumer Discretionary,"Apparel, Accessories & Luxury Goods",0.04759373484155031,0.42385783394153265,-0.19358448340171575
2026-06-08,OTIS,Industrials,Industrial Machinery & Supplies & Components,0.04746906920184087,0.24258340409161944,-0.15236182128074016
2026-06-08,BR,Industrials,Data Processing & Outsourced Services,0.047400319261208336,0.2965405361904512,-0.15557508077773363
2026-06-08,IT,Information Technology,IT Consulting & Other Services,0.04731465231243431,0.49528330209141364,-0.002365758754863778
2026-06-08,POOL,Consumer Discretionary,Distributors,0.047299676197028184,0.33093278595032677,-0.10641866890325125
2026-06-08,NFLX,Communication Services,Movies & Entertainment,0.04712182250691969,0.31689632881319724,-0.12388676844783708
2026-06-08,VZ,Communication Services,Integrated Telecommunication Services,0.04640235424980656,0.20785614639859828,-0.08791649939783219
2026-06-08,IR,Industrials,Industrial Machinery & Supplies & Components,0.04601275891794307,0.35911827741868496,-0.10718245657262537
2026-06-08,ROL,Industrials,Environmental & Facilities Services,0.04562998191222084,0.24063322788126923,-0.15899657101606202
2026-06-08,ALLE,Industrials,Building Products,0.045474022968608814,0.2692139054293211,-0.12255845942228338
2026-06-08,ACGL,Financials,Property & Casualty Insurance,0.044398784654671675,0.21907690282796805,-0.04841021285630864
2026-06-08,HIG,Financials,Property & Casualty Insurance,0.043867611442782645,0.2204905391994754,-0.04641255605381167
2026-06-08,DASH,Consumer Discretionary,Specialized Consumer Services,0.0437398398722311,0.4805991461581504,-0.05781650752448941
2026-06-08,CCL,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",0.04361971310511209,0.5499563322648392,0.13630626840555338
2026-06-08,VRSK,Industrials,Research & Consulting Services,0.043475361097753254,0.37145699439113555,-0.09384965831435088
2026-06-08,ERIE,Financials,Insurance Brokers,0.04347502563350147,0.3596019121788702,-0.07430641821946171
2026-06-08,EFX,Industrials,Research & Consulting Services,0.04335984956142444,0.35626499213611357,-0.07619938380281688
2026-06-08,XYL,Industrials,Industrial Machinery & Supplies & Components,0.04320664087785836,0.2510204733674001,-0.08367500627562552
2026-06-08,LYB,Materials,Specialty Chemicals,0.04318687544083837,0.4793077579903994,-0.12518689683294815
2026-06-08,WTW,Financials,Insurance Brokers,0.043021130482676584,0.3438365282844084,-0.0971916203266534
2026-06-08,DPZ,Consumer Discretionary,Restaurants,0.04275395742008554,0.320938734010504,-0.20423393237892162
