date,ticker,sector,industry,predicted_63d_return,volatility_60d,ret_60d
2026-06-05,STX,Information Technology,"Technology Hardware, Storage & Peripherals",0.18602975370835573,0.6525839311232889,1.1989205459546421
2026-06-05,NTAP,Information Technology,"Technology Hardware, Storage & Peripherals",0.18543381035707132,0.6101446496380475,0.7210260636653962
2026-06-05,FTNT,Information Technology,Systems Software,0.17409522298011446,0.5674004962613471,0.7334690943938669
2026-06-05,Q,Information Technology,Semiconductor Materials & Equipment,0.15313962610433432,0.5917390560919257,0.22202150537634413
2026-06-05,ON,Information Technology,Semiconductors,0.151955838753874,0.6771059614850606,0.9794058068872384
2026-06-05,HPE,Information Technology,"Technology Hardware, Storage & Peripherals",0.14687752926773745,0.7137893677560806,1.3099154135338344
2026-06-05,CRWD,Information Technology,Systems Software,0.13772229061310812,0.5610125295963914,0.5171427279100798
2026-06-05,CEG,Utilities,Electric Utilities,0.13379409049207933,0.5302057799721217,-0.15114264774468655
2026-06-05,TER,Information Technology,Semiconductor Materials & Equipment,0.13127269098405717,0.8366163584949424,0.18596177415614945
2026-06-05,MPWR,Information Technology,Semiconductors,0.1296325739013267,0.5898003600511388,0.3819458731554044
2026-06-05,TPL,Energy,Oil & Gas Exploration & Production,0.12796473480351594,0.5474163854867307,-0.255932494606823
2026-06-05,TSCO,Consumer Discretionary,Other Specialty Retail,0.1269551016875797,0.4221090976979032,-0.3932355338223309
2026-06-05,COHR,Information Technology,Electronic Components,0.12598372061281732,0.8581215785561205,0.49934333585386237
2026-06-05,CIEN,Information Technology,Communications Equipment,0.12539324816304603,0.8292540854728757,0.43584012234934266
2026-06-05,NXPI,Information Technology,Semiconductors,0.12211271602951448,0.6743614731877874,0.48816404483087905
2026-06-05,WDC,Information Technology,"Technology Hardware, Storage & Peripherals",0.11901326679559553,0.6943589245087065,0.9031669829928175
2026-06-05,CDW,Information Technology,Technology Distributors,0.11675697513010293,0.6184923657158181,0.1255286753510405
2026-06-05,MU,Information Technology,Semiconductors,0.1131323320121726,0.9156566386608803,1.0673127479565987
2026-06-05,INTC,Information Technology,Semiconductors,0.10822677634447941,0.9309401954537919,1.0635946622185153
2026-06-05,PANW,Information Technology,Systems Software,0.10620925601028143,0.5252544330732769,0.6506550218340614
2026-06-05,QCOM,Information Technology,Semiconductors,0.10185404247112158,0.7700430565982598,0.613501983384477
2026-06-05,ORCL,Information Technology,Application Software,0.09962998016147731,0.6450277777302463,0.3147190942095872
2026-06-05,APP,Information Technology,Application Software,0.09709679728172713,0.6516429722250965,0.2071767535591238
2026-06-05,FSLR,Information Technology,Semiconductors,0.09181549931937714,0.5482400189426809,0.39334681951000205
2026-06-05,CMG,Consumer Discretionary,Restaurants,0.09160500673500796,0.3461615819842223,-0.1339048182086905
2026-06-05,HPQ,Information Technology,"Technology Hardware, Storage & Peripherals",0.09080157568258261,0.5797333090328466,0.38644986449864493
2026-06-05,CSGP,Real Estate,Real Estate Services,0.08993497671163031,0.3710170905785821,-0.25303063698479167
2026-06-05,LULU,Consumer Discretionary,"Apparel, Accessories & Luxury Goods",0.08977622884488312,0.481040541159216,-0.2993489743274782
2026-06-05,SNDK,Information Technology,"Technology Hardware, Storage & Peripherals",0.0897128103264527,0.966777630729434,1.3772672125018124
2026-06-05,LRCX,Information Technology,Semiconductor Materials & Equipment,0.08650291609322748,0.6040862130379977,0.3858246127130649
2026-06-05,AMD,Information Technology,Semiconductors,0.08648298795041946,0.7713182301421697,1.278192918192918
2026-06-05,APA,Energy,Oil & Gas Exploration & Production,0.08585476631926786,0.5106937927940484,0.11664122137404576
2026-06-05,AKAM,Information Technology,Internet Services & Infrastructure,0.08516871588955381,0.8356489770815624,0.4013426599690155
2026-06-05,DDOG,Information Technology,Application Software,0.08494782485529244,0.8627847097211692,0.8348951186041953
2026-06-05,FIX,Industrials,Construction & Engineering,0.08476710357124585,0.5281404100705746,0.31094088792521246
2026-06-05,GNRC,Industrials,Electrical Components & Equipment,0.08303181349422838,0.5559321870016627,0.23111675843569124
